timestamp,TP9,AF7,AF8,TP10,Valence,Arousal
0.0,-2.0999227313649186e-05,-2.2950739705500878e-05,-3.222710682841229e-05,-3.12558061402304e-05,4.1429,4.2143
0.00390625,-2.2950739705500878e-05,-4.1993579803158605e-05,-3.858066087129015e-05,-3.0275594436560607e-05,4.1429,4.2143
0.0078125,-2.490225209735256e-05,-3.564893677576867e-05,-3.222710682841229e-05,-3.613904262760357e-05,4.1429,4.2143
0.01171875,-3.2717212680247185e-05,-2.6372569652857252e-05,-2.8814187896543826e-05,-4.004206741130693e-05,4.1429,4.2143
0.015625,-3.320731853208208e-05,-2.5392357949187455e-05,-2.978548858472571e-05,-2.832408204470893e-05,4.1429,4.2143
0.01953125,-3.564893677576867e-05,-3.222710682841229e-05,-2.5392357949187455e-05,-1.855760906996261e-05,4.1429,4.2143
0.0234375,-3.858066087129015e-05,-3.711034331578546e-05,-2.5392357949187455e-05,-1.855760906996261e-05,4.1429,4.2143
0.02734375,-3.369742438391698e-05,-3.6629148479438466e-05,-3.12558061402304e-05,-1.9537820773632402e-05,4.1429,4.2143
0.03125,-2.832408204470893e-05,-2.7833976192874033e-05,-3.0275594436560607e-05,-2.0027926625467302e-05,4.1429,4.2143
0.03515625,-2.9304293748378726e-05,-2.6862675504692148e-05,-3.12558061402304e-05,-2.0999227313649186e-05,4.1429,4.2143
0.0390625,-3.5158830923933776e-05,-2.7833976192874033e-05,-3.2717212680247185e-05,-2.3440845557335777e-05,4.1429,4.2143
0.04296875,-2.978548858472571e-05,-3.0275594436560607e-05,-2.3440845557335777e-05,-2.5882463801022352e-05,4.1429,4.2143
0.046875,-3.7600449167620354e-05,-3.12558061402304e-05,-2.832408204470893e-05,-2.6372569652857252e-05,4.1429,4.2143
0.05078125,-4.736692214236667e-05,-1.8067503218127712e-05,-3.2717212680247185e-05,-2.0027926625467302e-05,4.1429,4.2143
0.0546875,-3.613904262760357e-05,-1.8067503218127712e-05,-2.6862675504692148e-05,-1.7586308381780724e-05,4.1429,4.2143
0.05859375,-3.1745911992065304e-05,-2.490225209735256e-05,-2.2469544869153876e-05,-2.6862675504692148e-05,4.1429,4.2143
0.0625,-3.613904262760357e-05,-4.1993579803158605e-05,-3.6629148479438466e-05,-3.320731853208208e-05,4.1429,4.2143
0.06640625,-5.0298646237888145e-05,-4.248368565499351e-05,-2.6862675504692148e-05,-3.1745911992065304e-05,4.1429,4.2143
0.0703125,-2.490225209735256e-05,-1.026145365072098e-05,1.1223004690623326e-05,-2.6862675504692148e-05,4.1429,4.2143
0.07421875,1.8547859421683058e-05,-2.3930951409170674e-05,-1.026145365072098e-05,-2.6862675504692148e-05,4.1429,4.2143
0.078125,3.898149959563597e-06,-5.323037033340962e-05,-4.6876816290531774e-05,-2.7833976192874033e-05,4.1429,4.2143
0.08203125,-2.0999227313649186e-05,-5.176005277790493e-05,-4.7857027994201574e-05,-2.978548858472571e-05,4.1429,4.2143
0.0859375,-3.0275594436560607e-05,-3.858066087129015e-05,-3.858066087129015e-05,-3.2717212680247185e-05,4.1429,4.2143
0.08984375,-3.2717212680247185e-05,-3.2717212680247185e-05,-3.7600449167620354e-05,-3.466872507209888e-05,4.1429,4.2143
0.09375,-2.0999227313649186e-05,-3.2717212680247185e-05,-3.613904262760357e-05,-3.7600449167620354e-05,4.1429,4.2143
0.09765625,-2.978548858472571e-05,-3.320731853208208e-05,-2.832408204470893e-05,-3.907076672312504e-05,4.1429,4.2143
0.1015625,-4.443519804684518e-05,-2.7833976192874033e-05,-1.1232754338902879e-05,-3.12558061402304e-05,4.1429,4.2143
0.10546875,-4.6876816290531774e-05,-2.7833976192874033e-05,-1.026145365072098e-05,-2.0999227313649186e-05,4.1429,4.2143
0.109375,-4.004206741130693e-05,-3.613904262760357e-05,-3.12558061402304e-05,-3.369742438391698e-05,4.1429,4.2143
0.11328125,-3.369742438391698e-05,-3.466872507209888e-05,-3.12558061402304e-05,-4.248368565499351e-05,4.1429,4.2143
0.1171875,-2.5882463801022352e-05,-3.5158830923933776e-05,-3.12558061402304e-05,-4.1022279114976724e-05,4.1429,4.2143
0.12109375,-2.1489333165484083e-05,-3.7600449167620354e-05,-4.541540975051498e-05,-4.590551560234988e-05,4.1429,4.2143
0.125,-2.442105726100557e-05,-2.5392357949187455e-05,-3.564893677576867e-05,-4.590551560234988e-05,4.1429,4.2143
0.12890625,-3.0765700288395504e-05,-2.2469544869153876e-05,-3.12558061402304e-05,-3.858066087129015e-05,4.1429,4.2143
0.1328125,-3.7600449167620354e-05,-3.320731853208208e-05,-4.2973791506828405e-05,-4.1022279114976724e-05,4.1429,4.2143
0.13671875,-2.832408204470893e-05,-3.12558061402304e-05,-4.6876816290531774e-05,-3.711034331578546e-05,4.1429,4.2143
